"Step","run2_val_f1","wise-spaceship-106 - val_f1__MIN","wise-spaceship-106 - val_f1__MAX"
"0","0.868139","0.839397","0.839397"
"16198","0.8717159628868103","0.8717159628868103","0.8717159628868103"
"32397","0.8611389994621277","0.8611389994621277","0.8611389994621277"
"48596","0.8761815428733826","0.8761815428733826","0.8761815428733826"
"64795","0.840288519859314","0.840288519859314","0.840288519859314"
"80994","0.8640331029891968","0","0"
