"Step","run2_recall","run2_val_recall__MIN","wise-spaceship-106 - val_recall__MAX"
"0","0.914499","0","0"
"16198","0.9097169041633606","0.9097169041633606","0.9097169041633606"
"32397","0.9062739014625549","0.9062739014625549","0.9062739014625549"
"48596","0.8946059942245483","0.8946059942245483","0.8946059942245483"
"64795","0.8892502188682556","0.8892502188682556","0.8892502188682556"
"80994","0.9160290956497192","0.9160290956497192","0.9160290956497192"
